Rank,Rank Last Week,Weeks on List,Asterisk,Dagger,Primary ISBN10,Primary ISBN13,Publisher,Description,Price,Title,Author,Contributor,Contributor Note,Book Image,Amazon Product URL,Age Group,Book Review Link,First Chapter Link,Sunday Review Link,Article Chapter Link
1,0,1,0,0,1612624421,9781612624426,Kodansha Comics,"Sailor Moon fights for justice in the name of the Moon and the mysterious Moon Princess. In this volume, high school shenanigans.",0,"SAILOR MOON SHORT STORIES, VOL. 1",Naoko Takeuchi,by Naoko Takeuchi,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781612624426.jpg,http://www.amazon.com/Sailor-Moon-Short-Stories-1/dp/1612624421?tag=thenewyorktim-20,,,,,,16126244219781612624426
2,0,2,0,0,1421558815,9781421558813,VIZ Media,Will Luffy's unexpected alliance be enough to eliminate the threat of Caesar Clown?,0,"ONE PIECE, VOL. 68",Eiichiro Oda,by Eiichiro Oda,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421558813.jpg,http://www.amazon.com/One-Piece-Vol-Eiichiro-Oda/dp/1421558815?tag=thenewyorktim-20,,,,,,14215588159781421558813
3,0,3,0,0,1612622550,9781612622552,Kodansha Comics,"Mankind has gone into hiding to escape the giant humanoids known as the Titans. In this volume, a female Titan emerges who may have a human trapped within her.",0,"ATTACK ON TITAN, VOL. 6",Hajime Isayama,by Hajime Isayama,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781612622552.jpg,http://www.amazon.com/Attack-Titan-6-Hajime-Isayama/dp/1612622550?tag=thenewyorktim-20,,,,,,16126225509781612622552
4,0,2,0,0,1421553651,9781421553658,VIZ Media,This series is about a female shaman and an incubus who preys on women.,0,"DEMON LOVE SPELL, VOL. 4",Mayu Shinjo,by Mayu Shinjo,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421553658.jpg,http://www.amazon.com/Demon-Love-Spell-Vol-4/dp/1421553651?tag=thenewyorktim-20,,,,,,14215536519781421553658
5,0,14,0,0,1612620248,9781612620244,Kodansha Comics,Is this the end of humanity? It sure looks that way when what is left of mankind must go into hiding to escape the giant humanoids known as the Titans.,0,"ATTACK ON TITAN, VOL. 1",Hajime Isayama,by Hajime Isayama,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781612620244.jpg,http://www.amazon.com/Attack-Titan-1-Hajime-Isayama/dp/1612620248?tag=thenewyorktim-20,,,,,,16126202489781612620244
6,0,6,0,0,1421556197,9781421556192,VIZ Media,"From the publisher: ""With Itachi having stopped Kabuto, it’s time for the Edotensei warriors to finally be returned to the afterlife.""",0,"NARUTO, VOL. 62",Masashi Kishimoto,by Masashi Kishimoto,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421556192.jpg,http://www.amazon.com/Naruto-Vol-62-The-Crack/dp/1421556197?tag=thenewyorktim-20,,,,,,14215561979781421556192
7,0,9,0,0,1421552485,9781421552484,VIZ Media,"From the publisher: ""With Itachi having stopped Kabuto, it’s time for the Edotensei warriors to finally be returned to the afterlife.""",0,"NARUTO, VOL. 61",Masashi Kishimoto,by Masashi Kishimoto,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421552484.jpg,http://www.amazon.com/Naruto-Vol-61-Uchiha-Brothers/dp/1421552485?tag=thenewyorktim-20,,,,,,14215524859781421552484
8,0,8,0,0,1612620256,9781612620251,Kodansha Comics,"Mankind has gone into hiding to escape the giant humanoids known as the Titans. In this volume, the Titans attack, but one of them goes rogue.",0,"ATTACK ON TITAN, VOL. 2",Hajime Isayama,by Hajime Isayama,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781612620251.jpg,http://www.amazon.com/Attack-Titan-2-Hajime-Isayama/dp/1612620256?tag=thenewyorktim-20,,,,,,16126202569781612620251
9,0,3,0,0,0316401153,9780316401159,Yen Press,"A boy named Roxas encounters strange creatures and is plagued by strange dreams. How will this lead to a boy named Sora, Donald Duck and Goofy?",0,"KINGDOM HEARTS II, VOL. 2",Shiro Amano,by Shiro Amano,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316401159.jpg,http://www.amazon.com/Kingdom-Hearts-II-Vol-2/dp/0316401153?tag=thenewyorktim-20,,,,,,03164011539780316401159
10,0,6,0,0,1612620264,9781612620268,Kodansha Comics,"Mankind has gone into hiding to escape the giant humanoids known as the Titans. In this volume, what happens when a human boy becomes a Titan?",0,"ATTACK ON TITAN, VOL. 3",Hajime Isayama,by Hajime Isayama,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781612620268.jpg,http://www.amazon.com/Attack-Titan-3-Hajime-Isayama/dp/1612620264?tag=thenewyorktim-20,,,,,,16126202649781612620268
