List Name,Bestsellers Date,Published Date,Rank,Rank Last Week,Weeks on List,Asterisk,Dagger,Primary ISBN10,Primary ISBN13,Publisher,Description,Price,Title,Author,Contributor,Contributor Note,Book Image,Amazon Product URL,Age Group,Book Review Link,First Chapter Link,Sunday Review Link,Article Chapter Link
Manga,2009-09-05,2009-09-20,1,0,1,0,0,1421523868,9781421523866,VIZ Media,Ichigo Kurosaki sees dead people and must help usher them safely into the after-life.,7.95,"BLEACH, VOL. 28",Tite Kubo,by Tite Kubo,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421523866.jpg,http://www.amazon.com/Bleach-Vol-28-Tite-Kubo/dp/1421523868?tag=thenewyorktim-20,,,,,
Manga,2009-09-05,2009-09-20,2,1,6,0,0,142152676X,9781421526768,VIZ Media,"Cross Academy has day and evening students, but the latter have a secret: they are vampires.",8.99,"VAMPIRE KNIGHT, VOL. 7",Matsuri Hino,by Matsuri Hino,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421526768.jpg,http://www.amazon.com/Vampire-Knight-Vol-Matsuri-Hino-ebook/dp/B00F3HJALA?tag=thenewyorktim-20,,,,,
Manga,2009-09-05,2009-09-20,3,2,9,0,0,1421531356,9781421531359,VIZ Media,"Jiraiya, ninja and mentor to Naruto, put everything he learned about the Akatsuki organization in code. Can Naruto decipher it in time?",7.95,"NARUTO, VOL. 45",Masashi Kishimoto,by Masashi Kishimoto,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421531359.jpg,http://www.amazon.com/Naruto-Vol-45-Battlefied-Konoha-ebook/dp/B00F3HJFWY?tag=thenewyorktim-20,,,,,
Manga,2009-09-05,2009-09-20,4,3,9,0,0,1427808279,9781427808271,TOKYOPOP,"This series is about a family that is possessed by the animals of the Chinese zodiac. Secrets from the past are revealed and Akito, head of the clan, finds her control slipping.",10.99,"FRUITS BASKET, VOL. 23",Natsuki Takaya,by Natsuki Takaya,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781427808271.jpg,http://www.amazon.com/Fruits-Basket-Vol-Natsuki-Takaya/dp/1427808279?tag=thenewyorktim-20,,,,,
Manga,2009-09-05,2009-09-20,5,5,6,0,0,1421519100,9781421519104,VIZ Media,Tsukune Aono’s new school is filled with vampires and werewolves. How is a human teenager to survive?,7.99,"ROSARIO   VAMPIRE, VOL. 8",Akihisa Ikeda,by Akihisa Ikeda,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421519104.jpg,http://www.amazon.com/Rosario-Vampire-Vol-Akihisa-Ikeda/dp/1421519100?tag=thenewyorktim-20,,,,,
Manga,2009-09-05,2009-09-20,6,4,5,0,0,1421527642,9781421527642,VIZ Media,"Misao Harada can see the magic hidden in the world, but it turns out to be a a power that demons wants to exploit. Will her childhood friend, Kyo, who is the head of a demon clan, help or hurt her?",8.99,"BLACK BIRD, VOL. 1",Kanoko Sakurakoji,by Kanoko Sakurakoji,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421527642.jpg,http://www.amazon.com/Black-Bird-Vol-Kanoko-Sakurakoji/dp/1421527642?tag=thenewyorktim-20,,,,,
Manga,2009-09-05,2009-09-20,7,0,1,0,0,1421521776,9781421521770,VIZ Media,"The Shaman Fight is a tournament that decides who is named the Shaman King, a powerful shaper of humanity’s future. Can Yoh Asakura win?",7.95,"SHAMAN KING, VOL. 24",Hiroyuki Takei,by Hiroyuki Takei,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421521770.jpg,http://www.amazon.com/Shaman-King-Vol-Hiroyuki-Takei/dp/1421521776?tag=thenewyorktim-20,,,,,
Manga,2009-09-05,2009-09-20,8,0,1,0,0,0345512421,9780345512420,Del Rey,"A gaggle of female ninjas plot to bring Raizo, the illegitimate son of a ruling family, to power.",10.99,"NINJA GIRLS, VOL. 1",Hosana Tanaka,by Hosana Tanaka,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780345512420.jpg,http://www.amazon.com/Ninja-Girls-1-Hosana-Tanaka/dp/0345512421?tag=thenewyorktim-20,,,,,
Manga,2009-09-05,2009-09-20,9,8,6,0,0,1427815933,9781427815934,TOKYOPOP,"Daisuke Niwa is an ordinary middle school student under a cruse that turns him into a phantom. The only way to cure him is to get Risa, the girl he adores, to fall for him.",10.99,"D. N. ANGEL, VOL. 12",Yukiru Sugisaki,by Yukiru Sugisaki,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781427815934.jpg,http://www.amazon.com/D-N-Angel-Volume-12-Yukiru-Sugisaki/dp/1427815933?tag=thenewyorktim-20,,,,,
Manga,2009-09-05,2009-09-20,10,0,1,0,0,1421526204,9781421526201,VIZ Media,"""S.A."" stands for ""Special A,"" the seven top students at a very competitive private academy. The group tries to help Hikari Hanazono best her rival Kei Takishima.",8.99,"S. A, VOL. 12",Maki Minami,by Maki Minami,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421526201.jpg,http://www.amazon.com/S-A-Special-A-Vol-12/dp/1421526204?tag=thenewyorktim-20,,,,,
