List Name,Bestsellers Date,Published Date,Rank,Rank Last Week,Weeks on List,Asterisk,Dagger,Primary ISBN10,Primary ISBN13,Publisher,Description,Price,Title,Author,Contributor,Contributor Note,Book Image,Amazon Product URL,Age Group,Book Review Link,First Chapter Link,Sunday Review Link,Article Chapter Link
Manga,2009-11-07,2009-11-22,1,0,1,0,0,1421530732,9781421530734,VIZ Media,"Cross Academy has day and evening students, but the latter have a secret: they are vampires.",9.99,"VAMPIRE KNIGHT, VOL. 8",Matsuri Hino,by Matsuri Hino,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421530734.jpg,http://www.amazon.com/Vampire-Knight-Vol-Matsuri-Hino/dp/1421530732?tag=thenewyorktim-20,,,,,
Manga,2009-11-07,2009-11-22,2,2,6,0,0,1421533049,9781421533049,VIZ Media,"Naruto’s friends are threatened, the mysteries of Pain deepen and Naruto must fight to protect his village.",9.99,NARUTO 46,Masashi Kishimoto,by Masashi Kishimoto,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421533049.jpg,http://www.amazon.com/Naruto-Vol-46-Returns/dp/1421533049?tag=thenewyorktim-20,,,,,
Manga,2009-11-07,2009-11-22,3,1,2,0,0,0345514270,9780345514271,Del Rey,"Negi, the boy wizard, takes part in the Festival of Ostia, which includes a martial arts tournament. Will a team of bounty hunters ruin the plans for the day?",10.99,"NEGIMA! MAGISTER NEGI MAGI, VOL. 24",Ken Akamatsu,by Ken Akamatsu,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780345514271.jpg,http://www.amazon.com/Negima-Magister-Negi-Magi-Vol/dp/0345514270?tag=thenewyorktim-20,,,,,
Manga,2009-11-07,2009-11-22,4,0,1,0,0,1421526735,9781421526737,VIZ Media,"Haruhi, a poor girl at a rich school, is forced to work – as a boy – for the school’s all-male club.",9.99,"OURAN HIGH SCHOOL HOST CLUB, VOL. 13",Bisco Hatori,by Bisco Hatori,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421526737.jpg,http://www.amazon.com/Ouran-High-School-Host-Club/dp/1421526735?tag=thenewyorktim-20,,,,,
Manga,2009-11-07,2009-11-22,5,0,1,0,0,1421527650,9781421527659,VIZ Media,Misao Harada can see into a magical realm where she is the bride demon of prophecy. How will she survive the pursuit of demons who want the power in her blood?,9.99,"BLACK BIRD, VOL. 2",Kanoko Sakurakoji,by Kanoko Sakurakoji,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421527659.jpg,http://www.amazon.com/Black-Bird-Vol-Kanoko-Sakurakouji-ebook/dp/B00F3HJCAE?tag=thenewyorktim-20,,,,,
Manga,2009-11-07,2009-11-22,6,5,2,0,0,075952968X,9780759529687,Yen Press,Who knew having wings would be such a problem? Max and her gang travel to New York in search of answers about their past.,10.99,"MAXIMUM RIDE, VOL. 2",James Patterson and NaRae Lee,by James Patterson and NaRae Lee,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780759529687.jpg,http://www.amazon.com/Maximum-Ride-The-Manga-Vol/dp/075952968X?tag=thenewyorktim-20,,,,,
Manga,2009-11-07,2009-11-22,7,0,1,0,0,1421523558,9781421523552,VIZ Media,Tsukune Aono’s new school is filled with vampires and werewolves. How is a human teenager to survive?,0,"ROSARIO VAMPIRE, VOL. 10",Akihisa Ikeda,by Akihisa Ikeda,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421523552.jpg,http://www.amazon.com/Rosario-Vampire-Vol-Akihisa-Ikeda/dp/1421523558?tag=thenewyorktim-20,,,,,
Manga,2009-11-07,2009-11-22,8,6,3,0,0,0759530017,9780759530010,Yen Press,"Maka, an arms expert, wants to turn the Soul Eater, her living scythe, into the ultimate weapon for Death.",10.99,"SOUL EATER, VOL. 3",Atsushi Ohkubo,by Atsushi Ohkubo,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780759530010.jpg,http://www.amazon.com/Soul-Eater-Vol-Atsushi-Ohkubo/dp/0759530017?tag=thenewyorktim-20,,,,,
Manga,2009-11-07,2009-11-22,9,0,1,0,0,142152774X,9781421527741,VIZ Media,"15-year-old Allen Walker roams the earth searching for ""Innocence,"" the material used to create weapons that can destroy demons that this fictional version of 19th century England.",0,"D. GRAY-MAN, VOL. 15",Katsura Hoshino,by Katsura Hoshino,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421527741.jpg,http://www.amazon.com/D-Gray-Man-Vol-Katsura-Hoshino/dp/142152774X?tag=thenewyorktim-20,,,,,
Manga,2009-11-07,2009-11-22,10,8,2,0,0,0345517156,9780345517159,Del Rey,"The Kingdom of Clow, a world cut off from time, is the arena for a showdown against Fei-Wang Reed.",10.99,"TSUBASA: RESERVOIR CHRONICLE, VOL. 24",Clamp,by  Clamp,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780345517159.jpg,http://www.amazon.com/Tsubasa-RESERVoir-CHRoNiCLE-Vol-24/dp/0345517156?tag=thenewyorktim-20,,,,,
